Grade,Subject,Standard Code,Category,Subcategory,Description
8,Math,8.EE.3,Expressions and Equations,,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 _ 10^8 and the population of the world as 7 _ 10^9, and determine that the world population is more than 20 times larger."
8,Math,8.EE.4,Expressions and Equations,,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology."
8,Math,8.EE.5,Expressions and Equations,,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
8,Math,8.EE.6,Expressions and Equations,,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y =mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
8,Math,8.EE.7,Expressions and Equations,,Solve linear equations in one variable.
8,Math,8.EE.7a,Expressions and Equations,,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."
8,Math,8.EE.7b,Expressions and Equations,,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
8,Math,8.EE.8,Expressions and Equations,,Analyze and solve pairs of simultaneous linear equations.
8,Math,8.EE.8a,Expressions and Equations,,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
8,Math,8.EE.8b,Expressions and Equations,,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."
8,Math,8.EE.8c,Expressions and Equations,,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
8,Math,8.F.1,Functions,,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output. (Function notation is not required in Grade 8.)
8,Math,8.F.2,Functions,,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
8,Math,8.F.3,Functions,,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s^2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."
8,Math,8.F.4,Functions,,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
8,Math,8.F.5,Functions,,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
8,Math,8.G.1,Geometry,,"Verify experimentally the properties of rotations, reflections, and translations:"
8,Math,8.G.1a,Geometry,,"Lines are taken to lines, and line segments to line segments of the same length."
8,Math,8.G.1b,Geometry,,Angles are taken to angles of the same measure.
8,Math,8.G.1c,Geometry,,Parallel lines are taken to parallel lines.
8,Math,8.G.2,Geometry,,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."
8,Math,8.G.3,Geometry,,"Describe the effect of dilations, translations, rotations and reflections on two-dimensional figures using coordinates."
8,Math,8.G.4,Geometry,,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them."
8,Math,8.G.5,Geometry,,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the three angles appear to form a line, and give an argument in terms of transversals why this is so."
8,Math,8.G.6,Geometry,,Explain a proof of the Pythagorean Theorem and its converse.
8,Math,8.G.7,Geometry,,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
8,Math,8.G.8,Geometry,,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
8,Math,8.G.9,Geometry,,"Know the formulas for the volume of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
8,Math,8.SP.1,Statistics and Probability,,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
8,Math,8.SP.2,Statistics and Probability,,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."
8,Math,8.SP.3,Statistics and Probability,,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr. as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
8,Math,8.SP.4,Statistics and Probability,,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
9-12,Math,N.RN.1,Number and Quantity,The Real Number System,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 5^(1/3) to be the cube root of 5 because we want [5^(1/3)]^3 = 5^[(1/3) x 3] to hold, so [5^(1/3)]^3 must equal 5."
9-12,Math,N.RN.2,Number and Quantity,The Real Number System,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
9-12,Math,N.RN.3,Number and Quantity,The Real Number System,Explain why the sum or product of rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.
9-12,Math,N.Q.1,Number and Quantity,Quantities,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.*
9-12,Math,N.Q.2,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.*
9-12,Math,N.Q.3,Number and Quantity,Quantities,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.*
9-12,Math,N.CN.1,Number and Quantity,The Complex Number System,"Know there is a complex number i such that i^2 = ?1, and every complex number has the form a + bi with a and b real."
9-12,Math,N.CN.2,Number and Quantity,The Complex Number System,"Use the relation i^2 = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers."
9-12,Math,N.CN.3,Number and Quantity,The Complex Number System,Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers
9-12,Math,N.CN.4,Number and Quantity,The Complex Number System,"Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number"
9-12,Math,N.CN.5,Number and Quantity,The Complex Number System,"Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + &radic;3i)^3 = 8 because (-1 + &radic;3i) has modulus 2 and argument 120&deg;"
9-12,Math,N.CN.6,Number and Quantity,The Complex Number System,"Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints"
9-12,Math,N.CN.7,Number and Quantity,The Complex Number System,Solve quadratic equations with real coefficients that have complex solutions.
9-12,Math,N.CN.8,Number and Quantity,The Complex Number System,"Extend polynomial identities to the complex numbers. For example, rewrite x^2 + 4 as (x + 2i)(x - 2i)"
9-12,Math,N.CN.9,Number and Quantity,The Complex Number System,Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials
9-12,Math,N.VM.1,Number and Quantity,Vector and Matrix Quantities,"Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v(bold), |v|, ||v||, v(not bold))"
